"Nomenclature","ReporterISO3","ProductCode","ReporterName","PartnerISO3","PartnerName","Year","TradeFlowName","TradeFlowCode","TradeValue in 1000 USD","Quantity","QuantityToken","QtyUnit","ProductDescription","NetWeight in KGM","Reporter Region","Reporter Income Group","Partner Region","Partner Income Group"
"H1","AGO","020450","Angola","ARG","Argentina",2013,"Import",5,61.412,13551,8,"Kg","Meat of goats",13551,"Sub-Saharan Africa","Lower middle income","Latin America & Caribbean","Upper middle income"
"H1","AGO","020450","Angola","ARG","Argentina",2015,"Gross Imp.",1,285.125,50704,8,"Kg","Meat of goats",73045,"Sub-Saharan Africa","Lower middle income","Latin America & Caribbean","Upper middle income"
"H1","AGO","020450","Angola","ARG","Argentina",2015,"Import",5,285.125,50704,8,"Kg","Meat of goats",73045,"Sub-Saharan Africa","Lower middle income","Latin America & Caribbean","Upper middle income"
"H1","AGO","020450","Angola","ARG","Argentina",2016,"Gross Imp.",1,258.209,73080,8,"Kg","Meat of goats",73808,"Sub-Saharan Africa","Lower middle income","Latin America & Caribbean","Upper middle income"
"H1","AGO","020450","Angola","ARG","Argentina",2016,"Import",5,258.209,73080,8,"Kg","Meat of goats",73808,"Sub-Saharan Africa","Lower middle income","Latin America & Caribbean","Upper middle income"
"H1","AGO","020450","Angola","ARG","Argentina",2017,"Gross Imp.",1,85.296,23960,8,"Kg","Meat of goats",23960,"Sub-Saharan Africa","Lower middle income","Latin America & Caribbean","Upper middle income"
"H1","AGO","020450","Angola","ARG","Argentina",2017,"Import",5,85.296,23960,8,"Kg","Meat of goats",23960,"Sub-Saharan Africa","Lower middle income","Latin America & Caribbean","Upper middle income"
"H1","AGO","020450","Angola","ARG","Argentina",2018,"Gross Imp.",1,197.138,52542.9,8,"Kg","Meat of goats",52543,"Sub-Saharan Africa","Lower middle income","Latin America & Caribbean","Upper middle income"
"H1","AGO","020450","Angola","ARG","Argentina",2018,"Import",5,197.138,52542.9,8,"Kg","Meat of goats",52543,"Sub-Saharan Africa","Lower middle income","Latin America & Caribbean","Upper middle income"
"H1","AGO","020450","Angola","ARG","Argentina",2019,"Gross Imp.",1,84.338,19693.7,8,"Kg","Meat of goats",19694,"Sub-Saharan Africa","Lower middle income","Latin America & Caribbean","Upper middle income"
"H1","AGO","020450","Angola","ARG","Argentina",2019,"Import",5,84.338,19693.7,8,"Kg","Meat of goats",19694,"Sub-Saharan Africa","Lower middle income","Latin America & Caribbean","Upper middle income"
"H1","AGO","020450","Angola","AUS","Australia",2007,"Gross Imp.",1,37.461,5217,8,"Kg","Meat of goats",5217,"Sub-Saharan Africa","Lower middle income","East Asia & Pacific","High income"
"H1","AGO","020450","Angola","AUS","Australia",2007,"Import",5,37.461,5217,8,"Kg","Meat of goats",5217,"Sub-Saharan Africa","Lower middle income","East Asia & Pacific","High income"
"H1","AGO","020450","Angola","AUS","Australia",2012,"Gross Imp.",1,125.969,24994,8,"Kg","Meat of goats",24994,"Sub-Saharan Africa","Lower middle income","East Asia & Pacific","High income"
"H1","AGO","020450","Angola","AUS","Australia",2012,"Import",5,125.969,24994,8,"Kg","Meat of goats",24994,"Sub-Saharan Africa","Lower middle income","East Asia & Pacific","High income"
"H1","AGO","020450","Angola","AUS","Australia",2013,"Gross Imp.",1,469.714,93372,8,"Kg","Meat of goats",93372,"Sub-Saharan Africa","Lower middle income","East Asia & Pacific","High income"
"H1","AGO","020450","Angola","AUS","Australia",2013,"Import",5,469.714,93372,8,"Kg","Meat of goats",93372,"Sub-Saharan Africa","Lower middle income","East Asia & Pacific","High income"
"H1","AGO","020450","Angola","BEL","Belgium",2009,"Gross Imp.",1,11.489,2406,8,"Kg","Meat of goats",2406,"Sub-Saharan Africa","Lower middle income","Europe & Central Asia","High income"
"H1","AGO","020450","Angola","BEL","Belgium",2009,"Import",5,11.489,2406,8,"Kg","Meat of goats",2406,"Sub-Saharan Africa","Lower middle income","Europe & Central Asia","High income"
"H1","AGO","020450","Angola","BEL","Belgium",2013,"Gross Imp.",1,1.921,315,8,"Kg","Meat of goats",315,"Sub-Saharan Africa","Lower middle income","Europe & Central Asia","High income"
"H1","AGO","020450","Angola","BEL","Belgium",2013,"Import",5,1.921,315,8,"Kg","Meat of goats",315,"Sub-Saharan Africa","Lower middle income","Europe & Central Asia","High income"
"H1","AGO","020450","Angola","BEL","Belgium",2014,"Gross Imp.",1,32.775,3799,8,"Kg","Meat of goats",3799,"Sub-Saharan Africa","Lower middle income","Europe & Central Asia","High income"
"H1","AGO","020450","Angola","BEL","Belgium",2014,"Import",5,32.775,3799,8,"Kg","Meat of goats",3799,"Sub-Saharan Africa","Lower middle income","Europe & Central Asia","High income"
"H1","AGO","020450","Angola","BEL","Belgium",2016,"Gross Imp.",1,35.14,4727,8,"Kg","Meat of goats",4727,"Sub-Saharan Africa","Lower middle income","Europe & Central Asia","High income"
"H1","AGO","020450","Angola","BEL","Belgium",2016,"Import",5,35.14,4727,8,"Kg","Meat of goats",4727,"Sub-Saharan Africa","Lower middle income","Europe & Central Asia","High income"
"H1","AGO","020450","Angola","BEL","Belgium",2017,"Gross Imp.",1,1.949,385,8,"Kg","Meat of goats",385,"Sub-Saharan Africa","Lower middle income","Europe & Central Asia","High income"
"H1","AGO","020450","Angola","BEL","Belgium",2017,"Import",5,1.949,385,8,"Kg","Meat of goats",385,"Sub-Saharan Africa","Lower middle income","Europe & Central Asia","High income"
"H1","AGO","020450","Angola","BEL","Belgium",2019,"Gross Imp.",1,84.954,12015.58,8,"Kg","Meat of goats",12016,"Sub-Saharan Africa","Lower middle income","Europe & Central Asia","High income"
"H1","AGO","020450","Angola","BEL","Belgium",2019,"Import",5,84.954,12015.58,8,"Kg","Meat of goats",12016,"Sub-Saharan Africa","Lower middle income","Europe & Central Asia","High income"
"H1","AGO","020450","Angola","BEL","Belgium",2020,"Gross Imp.",1,100.299,15638.6,8,"Kg","Meat of goats",15639,"Sub-Saharan Africa","Lower middle income","Europe & Central Asia","High income"
"H1","AGO","020450","Angola","BEL","Belgium",2020,"Import",5,100.299,15638.6,8,"Kg","Meat of goats",15639,"Sub-Saharan Africa","Lower middle income","Europe & Central Asia","High income"
"H1","AGO","020450","Angola","BRA","Brazil",2018,"Gross Imp.",1,73.291,23641,8,"Kg","Meat of goats",23641,"Sub-Saharan Africa","Lower middle income","Latin America & Caribbean","Upper middle income"
"H1","AGO","020450","Angola","BRA","Brazil",2018,"Import",5,73.291,23641,8,"Kg","Meat of goats",23641,"Sub-Saharan Africa","Lower middle income","Latin America & Caribbean","Upper middle income"
"H1","AGO","020450","Angola","CHN","China",2007,"Gross Imp.",1,119.103,41079,8,"Kg","Meat of goats",41079,"Sub-Saharan Africa","Lower middle income","East Asia & Pacific","Upper middle income"
"H1","AGO","020450","Angola","CHN","China",2007,"Import",5,119.103,41079,8,"Kg","Meat of goats",41079,"Sub-Saharan Africa","Lower middle income","East Asia & Pacific","Upper middle income"
"H1","AGO","020450","Angola","COG","Congo, Rep.",2010,"Gross Imp.",1,0.4,3407,8,"Kg","Meat of goats",3407,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Lower middle income"
"H1","AGO","020450","Angola","COG","Congo, Rep.",2010,"Import",5,0.4,3407,8,"Kg","Meat of goats",3407,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Lower middle income"
"H1","AGO","020450","Angola","ESP","Spain",2010,"Gross Imp.",1,19.396,1051,8,"Kg","Meat of goats",1051,"Sub-Saharan Africa","Lower middle income","Europe & Central Asia","High income"
"H1","AGO","020450","Angola","ESP","Spain",2010,"Import",5,19.396,1051,8,"Kg","Meat of goats",1051,"Sub-Saharan Africa","Lower middle income","Europe & Central Asia","High income"
"H1","AGO","020450","Angola","ESP","Spain",2011,"Gross Imp.",1,22.319,1092,8,"Kg","Meat of goats",1092,"Sub-Saharan Africa","Lower middle income","Europe & Central Asia","High income"
"H1","AGO","020450","Angola","ESP","Spain",2011,"Import",5,22.319,1092,8,"Kg","Meat of goats",1092,"Sub-Saharan Africa","Lower middle income","Europe & Central Asia","High income"
"H1","AGO","020450","Angola","ESP","Spain",2012,"Gross Imp.",1,58.979,937,8,"Kg","Meat of goats",937,"Sub-Saharan Africa","Lower middle income","Europe & Central Asia","High income"
"H1","AGO","020450","Angola","ESP","Spain",2012,"Import",5,58.979,937,8,"Kg","Meat of goats",937,"Sub-Saharan Africa","Lower middle income","Europe & Central Asia","High income"
"H1","AGO","020450","Angola","ESP","Spain",2014,"Gross Imp.",1,3.337,20687,8,"Kg","Meat of goats",20687,"Sub-Saharan Africa","Lower middle income","Europe & Central Asia","High income"
"H1","AGO","020450","Angola","ESP","Spain",2014,"Import",5,3.337,20687,8,"Kg","Meat of goats",20687,"Sub-Saharan Africa","Lower middle income","Europe & Central Asia","High income"
"H1","AGO","020450","Angola","ESP","Spain",2015,"Gross Imp.",1,9.424,2076,8,"Kg","Meat of goats",2076,"Sub-Saharan Africa","Lower middle income","Europe & Central Asia","High income"
"H1","AGO","020450","Angola","ESP","Spain",2015,"Import",5,9.424,2076,8,"Kg","Meat of goats",2076,"Sub-Saharan Africa","Lower middle income","Europe & Central Asia","High income"
"H1","AGO","020450","Angola","ESP","Spain",2020,"Gross Imp.",1,161.722,42526.9,8,"Kg","Meat of goats",42527,"Sub-Saharan Africa","Lower middle income","Europe & Central Asia","High income"
"H1","AGO","020450","Angola","ESP","Spain",2020,"Import",5,161.722,42526.9,8,"Kg","Meat of goats",42527,"Sub-Saharan Africa","Lower middle income","Europe & Central Asia","High income"
"H1","AGO","020450","Angola","ETH","Ethiopia(excludes Eritrea)",2012,"Gross Imp.",1,6.608,1330,8,"Kg","Meat of goats",1330,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Low income"
"H1","AGO","020450","Angola","ETH","Ethiopia(excludes Eritrea)",2012,"Import",5,6.608,1330,8,"Kg","Meat of goats",1330,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Low income"
"H1","AGO","020450","Angola","FRA","France",2007,"Gross Imp.",1,21.163,1023,8,"Kg","Meat of goats",1023,"Sub-Saharan Africa","Lower middle income","Europe & Central Asia","High income"
"H1","AGO","020450","Angola","FRA","France",2007,"Import",5,21.163,1023,8,"Kg","Meat of goats",1023,"Sub-Saharan Africa","Lower middle income","Europe & Central Asia","High income"
"H1","AGO","020450","Angola","FRA","France",2009,"Gross Imp.",1,0.283,19,8,"Kg","Meat of goats",19,"Sub-Saharan Africa","Lower middle income","Europe & Central Asia","High income"
"H1","AGO","020450","Angola","FRA","France",2009,"Import",5,0.283,19,8,"Kg","Meat of goats",19,"Sub-Saharan Africa","Lower middle income","Europe & Central Asia","High income"
"H1","AGO","020450","Angola","FRA","France",2011,"Gross Imp.",1,1.484,40,8,"Kg","Meat of goats",40,"Sub-Saharan Africa","Lower middle income","Europe & Central Asia","High income"
"H1","AGO","020450","Angola","FRA","France",2011,"Import",5,1.484,40,8,"Kg","Meat of goats",40,"Sub-Saharan Africa","Lower middle income","Europe & Central Asia","High income"
"H1","AGO","020450","Angola","FRA","France",2012,"Gross Imp.",1,7.841,884,8,"Kg","Meat of goats",884,"Sub-Saharan Africa","Lower middle income","Europe & Central Asia","High income"
"H1","AGO","020450","Angola","FRA","France",2012,"Import",5,7.841,884,8,"Kg","Meat of goats",884,"Sub-Saharan Africa","Lower middle income","Europe & Central Asia","High income"
"H1","AGO","020450","Angola","FRA","France",2014,"Gross Imp.",1,0.129,11,8,"Kg","Meat of goats",11,"Sub-Saharan Africa","Lower middle income","Europe & Central Asia","High income"
"H1","AGO","020450","Angola","FRA","France",2014,"Import",5,0.129,11,8,"Kg","Meat of goats",11,"Sub-Saharan Africa","Lower middle income","Europe & Central Asia","High income"
"H1","AGO","020450","Angola","FRA","France",2018,"Gross Imp.",1,5.34,1296,8,"Kg","Meat of goats",1296,"Sub-Saharan Africa","Lower middle income","Europe & Central Asia","High income"
"H1","AGO","020450","Angola","FRA","France",2018,"Import",5,5.34,1296,8,"Kg","Meat of goats",1296,"Sub-Saharan Africa","Lower middle income","Europe & Central Asia","High income"
"H1","AGO","020450","Angola","ITA","Italy",2016,"Gross Imp.",1,617.937,174065,8,"Kg","Meat of goats",169908,"Sub-Saharan Africa","Lower middle income","Europe & Central Asia","High income"
"H1","AGO","020450","Angola","ITA","Italy",2016,"Import",5,617.937,174065,8,"Kg","Meat of goats",169908,"Sub-Saharan Africa","Lower middle income","Europe & Central Asia","High income"
"H1","AGO","020450","Angola","KEN","Kenya",2013,"Gross Imp.",1,6.95,760,8,"Kg","Meat of goats",760,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Lower middle income"
"H1","AGO","020450","Angola","KEN","Kenya",2013,"Import",5,6.95,760,8,"Kg","Meat of goats",760,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Lower middle income"
"H1","AGO","020450","Angola","NAM","Namibia",2013,"Gross Imp.",1,8.419,1054,8,"Kg","Meat of goats",1054,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Upper middle income"
"H1","AGO","020450","Angola","NAM","Namibia",2013,"Import",5,8.419,1054,8,"Kg","Meat of goats",1054,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Upper middle income"
"H1","AGO","020450","Angola","NLD","Netherlands",2007,"Gross Imp.",1,9.307,2684,8,"Kg","Meat of goats",2684,"Sub-Saharan Africa","Lower middle income","Europe & Central Asia","High income"
"H1","AGO","020450","Angola","NLD","Netherlands",2007,"Import",5,9.307,2684,8,"Kg","Meat of goats",2684,"Sub-Saharan Africa","Lower middle income","Europe & Central Asia","High income"
"H1","AGO","020450","Angola","NLD","Netherlands",2015,"Gross Imp.",1,1.385,30,8,"Kg","Meat of goats",503,"Sub-Saharan Africa","Lower middle income","Europe & Central Asia","High income"
"H1","AGO","020450","Angola","NLD","Netherlands",2015,"Import",5,1.385,30,8,"Kg","Meat of goats",503,"Sub-Saharan Africa","Lower middle income","Europe & Central Asia","High income"
"H1","AGO","020450","Angola","PRT","Portugal",2007,"Gross Imp.",1,114.408,17750,8,"Kg","Meat of goats",17750,"Sub-Saharan Africa","Lower middle income","Europe & Central Asia","High income"
"H1","AGO","020450","Angola","PRT","Portugal",2007,"Import",5,114.408,17750,8,"Kg","Meat of goats",17750,"Sub-Saharan Africa","Lower middle income","Europe & Central Asia","High income"
"H1","AGO","020450","Angola","PRT","Portugal",2009,"Gross Imp.",1,153.074,30811,8,"Kg","Meat of goats",30811,"Sub-Saharan Africa","Lower middle income","Europe & Central Asia","High income"
