"Nomenclature","ReporterISO3","ProductCode","ReporterName","PartnerISO3","PartnerName","Year","TradeFlowName","TradeFlowCode","TradeValue in 1000 USD","Quantity","QuantityToken","QtyUnit","ProductDescription","NetWeight in KGM","Reporter Region","Reporter Income Group","Partner Region","Partner Income Group"
"H1","AGO","0104","Angola","BRA","Brazil",2007,"Gross Imp.",1,2.747,31,5,"Item","Live sheep and goats.",772,"Sub-Saharan Africa","Lower middle income","Latin America & Caribbean","Upper middle income"
"H1","AGO","0104","Angola","BRA","Brazil",2007,"Import",5,2.747,31,5,"Item","Live sheep and goats.",772,"Sub-Saharan Africa","Lower middle income","Latin America & Caribbean","Upper middle income"
"H1","AGO","0104","Angola","FRA","France",2011,"Gross Imp.",1,0.195,,1,"N.Q.","Live sheep and goats.",7,"Sub-Saharan Africa","Lower middle income","Europe & Central Asia","High income"
"H1","AGO","0104","Angola","FRA","France",2011,"Import",5,0.195,,1,"N.Q.","Live sheep and goats.",7,"Sub-Saharan Africa","Lower middle income","Europe & Central Asia","High income"
"H1","AGO","0104","Angola","LBN","Lebanon",2012,"Gross Imp.",1,0.289,3,5,"Item","Live sheep and goats.",476,"Sub-Saharan Africa","Lower middle income","Middle East & North Africa","Upper middle income"
"H1","AGO","0104","Angola","LBN","Lebanon",2012,"Import",5,0.289,3,5,"Item","Live sheep and goats.",476,"Sub-Saharan Africa","Lower middle income","Middle East & North Africa","Upper middle income"
"H1","AGO","0104","Angola","NAM","Namibia",2007,"Gross Imp.",1,65.428,898,5,"Item","Live sheep and goats.",18453,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Upper middle income"
"H1","AGO","0104","Angola","NAM","Namibia",2007,"Import",5,65.428,898,5,"Item","Live sheep and goats.",18453,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Upper middle income"
"H1","AGO","0104","Angola","NAM","Namibia",2009,"Gross Imp.",1,384.409,,1,"N.Q.","Live sheep and goats.",39384607,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Upper middle income"
"H1","AGO","0104","Angola","NAM","Namibia",2009,"Import",5,384.409,,1,"N.Q.","Live sheep and goats.",39384607,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Upper middle income"
"H1","AGO","0104","Angola","NAM","Namibia",2010,"Gross Imp.",1,30.632,466,5,"Item","Live sheep and goats.",1082,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Upper middle income"
"H1","AGO","0104","Angola","NAM","Namibia",2010,"Import",5,30.632,466,5,"Item","Live sheep and goats.",1082,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Upper middle income"
"H1","AGO","0104","Angola","NAM","Namibia",2011,"Gross Imp.",1,145.607,,1,"N.Q.","Live sheep and goats.",18206,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Upper middle income"
"H1","AGO","0104","Angola","NAM","Namibia",2011,"Import",5,145.607,,1,"N.Q.","Live sheep and goats.",18206,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Upper middle income"
"H1","AGO","0104","Angola","NAM","Namibia",2012,"Gross Imp.",1,235.455,2341,5,"Item","Live sheep and goats.",14313,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Upper middle income"
"H1","AGO","0104","Angola","NAM","Namibia",2012,"Import",5,235.455,2341,5,"Item","Live sheep and goats.",14313,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Upper middle income"
"H1","AGO","0104","Angola","NAM","Namibia",2013,"Gross Imp.",1,188.653,2046,5,"Item","Live sheep and goats.",260133,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Upper middle income"
"H1","AGO","0104","Angola","NAM","Namibia",2013,"Import",5,188.653,2046,5,"Item","Live sheep and goats.",260133,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Upper middle income"
"H1","AGO","0104","Angola","NAM","Namibia",2014,"Gross Imp.",1,1425.442,,1,"N.Q.","Live sheep and goats.",490363,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Upper middle income"
"H1","AGO","0104","Angola","NAM","Namibia",2014,"Import",5,1425.442,,1,"N.Q.","Live sheep and goats.",490363,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Upper middle income"
"H1","AGO","0104","Angola","NAM","Namibia",2015,"Gross Imp.",1,233.025,1818,5,"Item","Live sheep and goats.",120332,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Upper middle income"
"H1","AGO","0104","Angola","NAM","Namibia",2015,"Import",5,233.025,1818,5,"Item","Live sheep and goats.",120332,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Upper middle income"
"H1","AGO","0104","Angola","NAM","Namibia",2016,"Gross Imp.",1,218.744,1512,5,"Item","Live sheep and goats.",104517,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Upper middle income"
"H1","AGO","0104","Angola","NAM","Namibia",2016,"Import",5,218.744,1512,5,"Item","Live sheep and goats.",104517,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Upper middle income"
"H1","AGO","0104","Angola","NAM","Namibia",2017,"Gross Imp.",1,154.739,1389,5,"Item","Live sheep and goats.",151837,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Upper middle income"
"H1","AGO","0104","Angola","NAM","Namibia",2017,"Import",5,154.739,1389,5,"Item","Live sheep and goats.",151837,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Upper middle income"
"H1","AGO","0104","Angola","NAM","Namibia",2018,"Gross Imp.",1,283.9,2055.417,5,"Item","Live sheep and goats.",114576,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Upper middle income"
"H1","AGO","0104","Angola","NAM","Namibia",2018,"Import",5,283.9,2055.417,5,"Item","Live sheep and goats.",114576,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Upper middle income"
"H1","AGO","0104","Angola","NAM","Namibia",2019,"Gross Imp.",1,147.01,875.391,5,"Item","Live sheep and goats.",84385,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Upper middle income"
"H1","AGO","0104","Angola","NAM","Namibia",2019,"Import",5,147.01,875.391,5,"Item","Live sheep and goats.",84385,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Upper middle income"
"H1","AGO","0104","Angola","NAM","Namibia",2020,"Gross Imp.",1,15.62,140.118,5,"Item","Live sheep and goats.",5438,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Upper middle income"
"H1","AGO","0104","Angola","NAM","Namibia",2020,"Import",5,15.62,140.118,5,"Item","Live sheep and goats.",5438,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Upper middle income"
"H1","AGO","0104","Angola","NAM","Namibia",2021,"Gross Imp.",1,88.011,462.561,5,"Item","Live sheep and goats.",23995,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Upper middle income"
"H1","AGO","0104","Angola","NAM","Namibia",2021,"Import",5,88.011,462.561,5,"Item","Live sheep and goats.",23995,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Upper middle income"
"H1","AGO","0104","Angola","PHL","Philippines",2009,"Gross Imp.",1,115.44,,1,"N.Q.","Live sheep and goats.",1366,"Sub-Saharan Africa","Lower middle income","East Asia & Pacific","Lower middle income"
"H1","AGO","0104","Angola","PHL","Philippines",2009,"Import",5,115.44,,1,"N.Q.","Live sheep and goats.",1366,"Sub-Saharan Africa","Lower middle income","East Asia & Pacific","Lower middle income"
"H1","AGO","0104","Angola","PRT","Portugal",2007,"Gross Imp.",1,1.152,13,5,"Item","Live sheep and goats.",38,"Sub-Saharan Africa","Lower middle income","Europe & Central Asia","High income"
"H1","AGO","0104","Angola","PRT","Portugal",2007,"Import",5,1.152,13,5,"Item","Live sheep and goats.",38,"Sub-Saharan Africa","Lower middle income","Europe & Central Asia","High income"
"H1","AGO","0104","Angola","PRT","Portugal",2011,"Gross Imp.",1,2.475,,1,"N.Q.","Live sheep and goats.",95,"Sub-Saharan Africa","Lower middle income","Europe & Central Asia","High income"
"H1","AGO","0104","Angola","PRT","Portugal",2011,"Import",5,2.475,,1,"N.Q.","Live sheep and goats.",95,"Sub-Saharan Africa","Lower middle income","Europe & Central Asia","High income"
"H1","AGO","0104","Angola","PRT","Portugal",2015,"Gross Imp.",1,20.838,6,5,"Item","Live sheep and goats.",627,"Sub-Saharan Africa","Lower middle income","Europe & Central Asia","High income"
"H1","AGO","0104","Angola","PRT","Portugal",2015,"Import",5,20.838,6,5,"Item","Live sheep and goats.",627,"Sub-Saharan Africa","Lower middle income","Europe & Central Asia","High income"
"H1","AGO","0104","Angola","ZAF","South Africa",2009,"Gross Imp.",1,172.641,,1,"N.Q.","Live sheep and goats.",1777,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Upper middle income"
"H1","AGO","0104","Angola","ZAF","South Africa",2009,"Import",5,172.641,,1,"N.Q.","Live sheep and goats.",1777,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Upper middle income"
"H1","AGO","0104","Angola","ZAF","South Africa",2012,"Gross Imp.",1,113.78,1131,5,"Item","Live sheep and goats.",4227,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Upper middle income"
"H1","AGO","0104","Angola","ZAF","South Africa",2012,"Import",5,113.78,1131,5,"Item","Live sheep and goats.",4227,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Upper middle income"
"H1","AGO","0104","Angola","ZAF","South Africa",2013,"Gross Imp.",1,13.183,149,5,"Item","Live sheep and goats.",12682,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Upper middle income"
"H1","AGO","0104","Angola","ZAF","South Africa",2013,"Import",5,13.183,149,5,"Item","Live sheep and goats.",12682,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Upper middle income"
"H1","AGO","0104","Angola","ZAF","South Africa",2014,"Gross Imp.",1,25.162,,1,"N.Q.","Live sheep and goats.",20539,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Upper middle income"
"H1","AGO","0104","Angola","ZAF","South Africa",2014,"Import",5,25.162,,1,"N.Q.","Live sheep and goats.",20539,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Upper middle income"
"H1","AGO","0104","Angola","ZAF","South Africa",2015,"Gross Imp.",1,123.87,375,5,"Item","Live sheep and goats.",56206,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Upper middle income"
"H1","AGO","0104","Angola","ZAF","South Africa",2015,"Import",5,123.87,375,5,"Item","Live sheep and goats.",56206,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Upper middle income"
"H1","AGO","0104","Angola","ZAF","South Africa",2016,"Gross Imp.",1,28.002,91,5,"Item","Live sheep and goats.",4465,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Upper middle income"
"H1","AGO","0104","Angola","ZAF","South Africa",2016,"Import",5,28.002,91,5,"Item","Live sheep and goats.",4465,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Upper middle income"
"H1","AGO","0104","Angola","ZAF","South Africa",2018,"Gross Imp.",1,69.722,458.39,5,"Item","Live sheep and goats.",65786,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Upper middle income"
"H1","AGO","0104","Angola","ZAF","South Africa",2018,"Import",5,69.722,458.39,5,"Item","Live sheep and goats.",65786,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Upper middle income"
"H1","AGO","0104","Angola","ZAF","South Africa",2020,"Gross Imp.",1,55.674,555.743,5,"Item","Live sheep and goats.",5200,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Upper middle income"
"H1","AGO","0104","Angola","ZAF","South Africa",2020,"Import",5,55.674,555.743,5,"Item","Live sheep and goats.",5200,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Upper middle income"
"H1","AGO","0104","Angola","ZAR","Congo, Dem. Rep.",2019,"Gross Imp.",1,0.262,2.245,5,"Item","Live sheep and goats.",1430,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Low income"
"H1","AGO","0104","Angola","ZAR","Congo, Dem. Rep.",2019,"Import",5,0.262,2.245,5,"Item","Live sheep and goats.",1430,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Low income"
"H1","AGO","0104","Angola","ZMB","Zambia",2019,"Gross Imp.",1,2.449,16.64,5,"Item","Live sheep and goats.",5340,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Lower middle income"
"H1","AGO","0104","Angola","ZMB","Zambia",2019,"Import",5,2.449,16.64,5,"Item","Live sheep and goats.",5340,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Lower middle income"
"H1","AGO","0104","Angola","ZMB","Zambia",2021,"Gross Imp.",1,0.775,0,1,"N.Q.","Live sheep and goats.",10,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Lower middle income"
"H1","AGO","0104","Angola","ZMB","Zambia",2021,"Import",5,0.775,0,1,"N.Q.","Live sheep and goats.",10,"Sub-Saharan Africa","Lower middle income","Sub-Saharan Africa","Lower middle income"
"H1","ALB","0104","Albania","AUS","Australia",2010,"Gross Imp.",1,84.623,23730,5,"Item","Live sheep and goats.",23730,"Europe & Central Asia","Upper middle income","East Asia & Pacific","High income"
"H1","ALB","0104","Albania","AUS","Australia",2010,"Import",5,84.623,23730,5,"Item","Live sheep and goats.",23730,"Europe & Central Asia","Upper middle income","East Asia & Pacific","High income"
"H1","ALB","0104","Albania","BGR","Bulgaria",2010,"Gross Imp.",1,11.708,106,5,"Item","Live sheep and goats.",4115,"Europe & Central Asia","Upper middle income","Europe & Central Asia","Upper middle income"
"H1","ALB","0104","Albania","BGR","Bulgaria",2010,"Import",5,11.708,106,5,"Item","Live sheep and goats.",4115,"Europe & Central Asia","Upper middle income","Europe & Central Asia","Upper middle income"
"H1","ALB","0104","Albania","ESP","Spain",2011,"Gross Imp.",1,247.4,1295,5,"Item","Live sheep and goats.",86335,"Europe & Central Asia","Upper middle income","Europe & Central Asia","High income"
"H1","ALB","0104","Albania","ESP","Spain",2011,"Import",5,247.4,1295,5,"Item","Live sheep and goats.",86335,"Europe & Central Asia","Upper middle income","Europe & Central Asia","High income"
"H1","ALB","0104","Albania","ESP","Spain",2012,"Gross Imp.",1,72.547,464,5,"Item","Live sheep and goats.",23450,"Europe & Central Asia","Upper middle income","Europe & Central Asia","High income"
"H1","ALB","0104","Albania","ESP","Spain",2012,"Import",5,72.547,464,5,"Item","Live sheep and goats.",23450,"Europe & Central Asia","Upper middle income","Europe & Central Asia","High income"
"H1","ALB","0104","Albania","ESP","Spain",2013,"Gross Imp.",1,102.127,682,5,"Item","Live sheep and goats.",24750,"Europe & Central Asia","Upper middle income","Europe & Central Asia","High income"
"H1","ALB","0104","Albania","ESP","Spain",2013,"Import",5,102.127,682,5,"Item","Live sheep and goats.",24750,"Europe & Central Asia","Upper middle income","Europe & Central Asia","High income"
"H1","ALB","0104","Albania","FRA","France",1999,"Gross Imp.",1,43.957,100,5,"Item","Live sheep and goats.",0,"Europe & Central Asia","Upper middle income","Europe & Central Asia","High income"
"H1","ALB","0104","Albania","FRA","France",1999,"Import",5,43.957,100,5,"Item","Live sheep and goats.",0,"Europe & Central Asia","Upper middle income","Europe & Central Asia","High income"
